comment,predicted_label
"selamat fikri & lisa, semoga kedepannya sering juara bareng lagi bersama partner on court masing2 sampai bwc, asian games, olimpiade dll yaa. semangattt",supportive sentiment
Aduuuhhh naksiir😍,supportive sentiment
Amiin👏👏👏,passive engagement
Dilan buang kebiasaan lama loo . Pleassssss 😌,supportive sentiment
"Coba terawang ciri\ Orang yang mau minjem duit bang 😂""",relatable engagement
Boneka nya kmnain kak sebanyak itu tiap capitt buanyak bgt,relatable engagement
😍,spam or irrelevant
"ikut senangg, aku sm ibuku terharu nonton vlog ttg kehamilannya kak caca😆🌺🌺",relatable engagement
Enak banget sih delivery advertising nya,relatable engagement
Keren tiff 😍,supportive sentiment
🔥🔥🔥❤️,spam or irrelevant
Masa introvert sii? 😂 Ngga percaya 😂,relatable engagement
oh pacarnya ini ya @awweew_,social virality
🔥🔥🔥🔥🔥,spam or irrelevant
mami nia ❤️❤️❤️,supportive sentiment
Ele parece tão agradável com a roupa que realmente parece ser dele,relatable engagement
Mau banget aku beli ini,relatable engagement
because you cool 😂🙌,relatable engagement
keren 😍 🔥🔥,supportive sentiment
Salfok bulumatanya bagusss😍,supportive sentiment
😭,spam or irrelevant
Selamat hari raya idul fitri minal aidzin wal faidzin mohon maaf lahir dan batin 🙏🏻🙏🏻,supportive sentiment
saya Paling suka waktu duet Dengan Bang Ucok.. kangen main kalian dulu..🙏🙏,relatable engagement
Sumpah kaya arti korea iye teh,supportive sentiment
"kebanyaan trial, nikmati aja tak",supportive sentiment
Senang ngeliatnya mas 👏👏,supportive sentiment
sehat selalu rayy💪❤️,supportive sentiment
"Lahan sdh siap bangun, tapi dana buat membangun nya belum ada ..murid sudah ada pengejar juga sdh ada",product-focused response
🥰,spam or irrelevant
Masuk pa eko!!!,relatable engagement
Maaf saya mau ikut nanya nih\nKok saya susah banget ya buat nurunin berat badan..usiaa saya 37 tahun apakah masih bisa?\nPadahal udah nyobain berbagai macam cara tapi tetap aja hasilnya nihil..,relatable engagement
Parabéns 🙌,supportive sentiment
Udah 2025🔥,supportive sentiment
Wow wowww,pas
Besttt ❤️‍🔥❤️‍🔥❤️‍🔥,spam or irrelevant
kemper dong banggg 😂,relatable engagement
Beneran heran 😂,relatable engagement
❤️❤️❤️,spam or irrelevant
✍🏼,spam or irrelevant
😍😍😍,spam or irrelevant
😢,spam or irrelevant
Di kota manaaa kakakk😍,supportive sentiment
"@patriciagouw cipat pengen ikut 0,5🤣",social virality
😂😂😂,spam or irrelevant
ulala 😍,supportive sentiment
kennnyyyyyyyy gokss,pas
Keren banget 🙌🙌🙌,supportive sentiment
Just need to lower it down it’s amazing build!,supportive sentiment
"Itu bukan carbon plate bang..itu namanya energy rods. Didesain spt itu karena mengedepankan fleksibilitas tanpa mengesampingkan dorongan tenaga. Jadi mau dipake kenceng oke, dipake tempo mantep benerr, dipake recovery masih aman..jadi beda ya bangg plate sama rods. Energy rods sptnya masih hak patennya adidas sih😁✌️",relatable engagement
Nice pour 🔥,supportive sentiment
Spill font yg prtama,product-focused response
good deal bgt dengan kamar senyaman itu😍😍,supportive sentiment
suka nangis kalo ngeliat perempuan yang baik2 aja dan mampu memaafkan pasangan nya. Aku yakin ibu menyimpan luka dalam yang hanya dia yang tau,relatable engagement
Bagus kak boleh ambil ide konten ini😂,product-focused response
Mashaallah bumilll tetep cantikk🔥😍,supportive sentiment
Yuks kita nonton si Ahmad di Bioskop! 🔥🔥❤️❤️❤️❤️,supportive sentiment
Cocok banget ini untuk video model klip,product-focused response
Ya ampun.. udah lama kali lah memang ga ke es krim ria ini.. ada kurasa hampir 15 tahun bang 😢😢,product-focused response
MasyaAllah slide ke 4 cakep banget euyyyy 😍❤️🔥,supportive sentiment
Keren😍,supportive sentiment
Ini berapa ya klo cek lengkap gitu?,product-focused response
"Makasih kak sudah lewat di saat aku jatuh dan sulit buat bangkit,setiap ngeluarin kata Allah dada ku sesak sekali pengen Nangis 😢",relatable engagement
Ajarin Dance Shoot dong kka😅 Kerennn bgt🔥🫵🏼,supportive sentiment
langsingg singsetttt🔥❤️❤️❤️❤️,supportive sentiment
❤️❤️❤️semoga jadi wasilah ilmu,supportive sentiment
Slide 5 ci,passive engagement
Same,spam or irrelevant
❤️❤️❤️,spam or irrelevant
full,spam or irrelevant
❤️🔥😍,spam or irrelevant
KEREN BGT,pas
Spill size hijabnya,product-focused response
sunset & pantai never fails🔥,supportive sentiment
CAKEP BGT,pas
@ran.randika @fadjri5,social virality
Cemangat hann,pas
selamat mas ryan 🇮🇩,supportive sentiment
kapan kapan ke serang banten ya bang🔥,supportive sentiment
@iyatingg,spam or irrelevant
Ini kq kek yg di cerita sialku ya? 😅,relatable engagement
ini bukan show radit. ini radit jadi guest star diseminar PNS,relatable engagement
🔥🔥🔥,spam or irrelevant
Keburu masuk angin ga tuh 😭😂,relatable engagement
Berapa ya konsultasinya? Duh jd gk sabar pulang k bdg..,product-focused response
ibun spill instan hijabnya dong,product-focused response
Stella mini bangett imut bet adik kicikkk,product-focused response
"Jika senja itu indah untuk di pandang, lantas kenapa munculnya hanya di waktu waktu ternteu saja",relatable engagement
daster nya dari mana ya?,product-focused response
Itu gambar gunungnya nyari ya dimana ya,product-focused response
"Jgn ngedown lama2 bang rahmat, fokus turnamen selanjutnya. Kesempatan yg g dimiliki org laen partneran sm mas kevin. Namanya jg proses masi awal, masih adaptasi. Ambil ilmu dan pengalaman sebanyak banyaknya sama mas mpin. Tetep semangat pst sukses bang mat👏🔥",supportive sentiment
Jadi ini yah penyakit orang kaya? 😭,product-focused response
Luvlyyyyyyy,spam or irrelevant
🔥🔥🔥,spam or irrelevant
Saya juga pake realme bang😀,relatable engagement
Mampir kesini cuman gara2 kepo dengan kata cantiknya mohan,supportive sentiment
❤️❤️❤️,spam or irrelevant
ikutan indonesian idol ki 🙏🏻,supportive sentiment
Masyaallah 😍😍😍,supportive sentiment
looking great🔥🔥👏👏,supportive sentiment
"Salut sama perjuanganya ka @asrinda.basrii , setiap usaha kerja keras dan kemauan pasti ada jalannya. 👏👏",supportive sentiment
Semangat terus bang rob,supportive sentiment
Kite @megapermatasariw HAHAHA,social virality
MasyaAllah Tabarakallah Mba bella 🥰😍 multitalent ..,supportive sentiment
Request kepang bang udah follow 🗿✋🏻,spam or irrelevant
Hati 😍.. jantung 😱,supportive sentiment
Bukan pedo? Tapi lu kan pedro😮,product-focused response
Cantikk amatt cii bumil,supportive sentiment
Meledaggggghhh🔥🔥🔥,passive engagement
❤️❤️❤️,spam or irrelevant
Selalu keren🔥🙌,supportive sentiment
Slide terakhir 😎🔥,supportive sentiment
"Narasi diimbangi dengan aksi, ini baru kerja nyata. 🔥🔥🔥",supportive sentiment
FIGHTING SAYANGKUU😍😍,supportive sentiment
Okeeeh. Puas banget ya Kam 😂❤️,relatable engagement
"Wkwk memang tenang banget rasanya liat langit, serasa beban di pundak ini ilang walaupun sejenak 😍",supportive sentiment
"Kemarin liat ada yg komen tentang program diet ya? aku lg pengin diet biar makin pd, tp itu bnr gk si?",relatable engagement
adek keren bgt 🔥🔥🔥,supportive sentiment
😍😍😍,spam or irrelevant
PNS ASSAMBLE 🔥,supportive sentiment
Uncch mbaaak🔥💋 dasarnya cantik muakin cantik❤️❤️❤️❤️ auranya itu lho mbaaak😍😍,supportive sentiment
Maa syaa Allah selamat ka tasyaa ✨🤍🧺,supportive sentiment
Aaa bagusss bangettt 🔥🔥,product-focused response
Untuk nasabah baru jalur merchandise mens rea gimana min? Bakal dapet email juga atau nggak,product-focused response
Pingsan nya Real banget inih.,relatable engagement
Mbak..beli buku 50 Doanya dimana ya..?,product-focused response
TRAILER MIN!!!,spam or irrelevant
wishlist wajib buat yg suka estetok ga sih😍🔥,supportive sentiment
"Sehat bumil,lancar sampai persalinan.bahagia dunia akhirat kak",relatable engagement
Soleeeeddd... Soleeeedddd...,pas
Akhh congratulations ❤️❤️❤️ bahagia selalu @mitziabigail @sinisukanthony 🙌,social virality
Wadeuuhh Yasmeen 😍,supportive sentiment
keren banget ka salsaa🔥🔥,supportive sentiment
Keren bang 😂👏,supportive sentiment
😢,spam or irrelevant
Mirip yumi Indonesia next top model sison 1,product-focused response
tim angle kanann🙌,supportive sentiment
Bumil tantik dan dedek bayi di perut sehat2 yaaa....❤️,supportive sentiment
cemungud ray,pas
segala sisi bisnis & orang komen di postingan ini,supportive sentiment
Forward it 📸,supportive sentiment
😍😍,spam or irrelevant
"Makin di geser makin diabetes, ini mengandung gula ya?",product-focused response
@firmanbasmalah,spam or irrelevant
Stride nya keren kak 😭😭😭. Perfect lah form nya🔥🔥,supportive sentiment
Ohhh jadi gini proses shootinggg. Keren bgt,supportive sentiment
SUAMI AKUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU,pas
Ngak ngajak 😒,relatable engagement
Keren jaketnya Bang,supportive sentiment
Masya Allah keren 👏sukses trus papata 🔥. Tapi jujur ya mau nnya aneh deh am fens nya si F di FB pada nyerang papata tuh knp si,supportive sentiment
👏,spam or irrelevant
Langit emang cakep bgt tau,relatable engagement
🔥🔥,spam or irrelevant
cakep bgt astaga,social virality
"Gua ga menyalahkan siapa siapa, tapi disini keliatan yg terlalu koar koar itu dari kasus sampe kasusnya udah selesai masih juga koar koar... (dipotong karena panjang)",relatable engagement
ngapain bang @mister_funtastic 😂,social virality
73,spam or irrelevant
Aku pejuang garis 2 Bu Tasya. Semoga giliran ku tahun ini yaa 😢😢 gemes lihat peyut Bu Tasya 😍😍,supportive sentiment
Dua-duanyaaa ❤️,passive engagement
Andalan 😍😍😍,supportive sentiment
🦋🦋🦋,spam or irrelevant
Haruu mau ikutan jg tapi apa daya saya jauh 😭😢😢,relatable engagement
🔥,spam or irrelevant
So pretty bubbb 🤍🤍,supportive sentiment
@arissaeou._a,spam or irrelevant
Yg pasti gincu dong kak😍😂,supportive sentiment
Info dong tentang Indonesia Gelap,relatable engagement
CAKEP BANGET AAAAKGHHH,supportive sentiment
❤️🥹,spam or irrelevant
🥹🤍,spam or irrelevant
Top kak🙌🔥,supportive sentiment
Kak Join MGI kak🔥,supportive sentiment
mohannnnnnnnnnn ini arahnya kemanaa gue masih sebell sama loh😭,relatable engagement
Dah bisa laporaaan 😍❤️ Masyallah ❤️😂,supportive sentiment
OMG TIDAK EXPECTTT,supportive sentiment
🔥🔥🔥,spam or irrelevant
Lucu banget cici Thalia😍,supportive sentiment
Ih yg di tanya semuanya saya kenal,relatable engagement
Betul betul! Yakin & konsisten terus 🤝,relatable engagement
Boleh juga bang 👌🏻💥,supportive sentiment
Wowww hero nya bunda semakin gagah yahhh....,supportive sentiment
semangat mengasihi mama tsiji loro telu 🫶🏻,supportive sentiment
👏👏👏👏,spam or irrelevant
when ya 50 juta mau,relatable engagement
"Ini case yg sama kek ak, okt'24 lahiran, eh babyboi umur 5hari masuk lagi ke rumahsakit 😢",relatable engagement
👏👏👏congrats,supportive sentiment
aku harus makasih sama jakarta,relatable engagement
Keren 👏🏻,supportive sentiment
"dluan aja padaan, gua udh sejam disini😭",product-focused response
jadi pengen pembalap f1 🔥,supportive sentiment
Kebanggaan kami 🔥,supportive sentiment
"Tur buku ✅️, Tur film ✅️, Tur Stand Up Comedy ✅️, apakah setelah ini tur album musik? 😂",relatable engagement
pemandangan di bawah laut yang sangat bagus dan juga menarik sekali,product-focused response
Emang matcha jd kuah seblak? Hah dmn? Siapa yg jual,spam or irrelevant
🔥👏🇵🇸,spam or irrelevant
Aya2 wae shinong,passive engagement
Anjir cakep banget 😍❤️,supportive sentiment
Captionnya 🥹🥹♥️♥️♥️🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,spam or irrelevant
So beautiful 🥺🤍,supportive sentiment
Anggun banget sih Cing jalan elu 😂,relatable engagement
"Bargha pinter yuk mangap sayang, kasian ibumu nyari uang dari pagi ketemu pagi kaya bang toyib sayang😭😂",relatable engagement
Lmfao blur,pas
ka dilaan badan sama mukanya udh cakep cuma rambutnya keliatan lepek muluuu 😢,product-focused response
❤️❤️❤️🙌🙌🙌,spam or irrelevant
"LUCUK BGTTT \WOOOOW\"" NYAAAA 🫵🏻🫵🏻""",supportive sentiment
🔥,spam or irrelevant
bondol queen…,pas
Keyen powl😍🔥🔥😍,supportive sentiment
@bukanpirloo modal lirikan mata tiba tiba masuk any wkwk,social virality
❤️❤️😍,spam or irrelevant
BA Samsung kah?🫣,product-focused response
Rosé indonesian version😍😍,supportive sentiment
bang anton ajarin ak diving sini wakakkaa,supportive sentiment
Mau cari penilaian manusia memposting diri jangan ya de jangan,relatable engagement
Happy birthday yuka semogah sehat selalu ya Yuka 🎂🥳,supportive sentiment
KEREN BGT,pas
🔥🔥🔥,spam or irrelevant
Plisss semalem gue mimpi ketemu kak dinda😢,relatable engagement
Ibookk😍,supportive sentiment
mana tutor nyetrikanya,supportive sentiment
"ini serum aku belum pernah pakai lhoo, jd penasaran",relatable engagement
😍😍,spam or irrelevant
"Sadnight gasii, kak jadinya bukan satnight?😭",product-focused response
@sofyank96 boleh collab ni,social virality
MasyaAllah😍😍,supportive sentiment
komentatornya fix kelas dunia,relatable engagement
harus rutin minum inisih akuu,relatable engagement
Aduhhhh hee,pas
AKU YANG CEWENYA AJA SALTING APALAGI KALIAN YANG BUKAN SIAPA SIAPANYA🙏,relatable engagement
Saya dan teman saya @chafidh_alhuda mengucapkan selamat.,relatable engagement
"💯TRUSTED↩️↩️ 1000 FOLL PERMANEN 50K❤️ Via pulsa/transfer✔️ Sedia foll tiktok, tokped, shopee, YouTube, FB dll",product-focused response
Agem bg bukan agam,relatable engagement
Suka edit tapi banyak fitur pro?,product-focused response
ngakak bgt baca komentar cowo cowo😭,relatable engagement
👏,spam or irrelevant
Wkwkwkwk pingsan nya bisa jalan ya😍😂,supportive sentiment
He is nice👍🏽🥰,supportive sentiment
look at my post please🙌anthony🙌🙌,supportive sentiment
Ternyata aku udh 5 tahun mengikuti kegiatan @bhajkama 😍😍😍,supportive sentiment
"Anjayyy yang di amankan barang art nya ,, sumpah keren 🔥🔥🔥",supportive sentiment
"Plis mau liat bts nya, lucu banget si bapak😍",supportive sentiment
manyun number one 😌,supportive sentiment
😍,spam or irrelevant
Cantik,spam or irrelevant
Congratulations ❤️,supportive sentiment
Post foto berdua sm eca rey,product-focused response
❤️❤️❤️😍😍😍,spam or irrelevant
ini cerita nya cerita masa depan,relatable engagement
Sang naga telah kembali gera fyp,relatable engagement
haiii kak kindly check segera dm kita terkait project yg sedang berjalan yaaa 🙏🏼,spam or irrelevant
JADI IMUT GITU YAAAA😭❤,supportive sentiment
"Laura basuki ambil selfi, berarti dunia harus berhenti sejenak untuk melihatnya🙌",product-focused response
Melencengnya aja kayak gni 🔥,relatable engagement
BarbarClasss mana bangg,supportive sentiment
captionnyaaa 🤣👊🏻,relatable engagement
Mbak😭😭😭🤣,spam or irrelevant
Ingat kejadian besarin audio sodara @fauzayuza 😂,social virality
sangat simple tapi sangat sulit dilakukan,relatable engagement
😍,spam or irrelevant
Semangat abang,pas
Baru tadi mas mas nya lewat lg review tiang listrik,product-focused response
