post_caption,predicted_label
✨ UNBOXING TIME✨ Rahasia Glow Up mu Ada disini!!! ✨ Siapa sangka #CantikBerkelas bisa datang dari sebuah Mystery Box? 😍 Isinya? Rahasia glowing ala dr. Farhani Aesthetic Clinic yang bikin kamu tampil lebih percaya diri dan memukau 💖 ✅ Product authentic & legal 📲 Dilengkapi QR Code System untuk menjamin keaslian produk! 📦 Siap tebak isinya? 📍 Cek sekarang dan temukan kejutan spesialnya! #GlowUpTime #MysteryBoxGlow #drFarhaniClinic #SkincareSurprise #AestheticCare #UnboxingCantik,engagement-inviting
"CELLBOOSTER LIFT – Not Your Ordinary Skinbooster! It's time to upgrade your treatment with Cellbooster Lift, CHAC technology from Swiss makes Cellbooster a super class treatment that is clinically proven to improve your skin quality We Trust Cellbooster - The Right Choice for Your Skin Quality @suisselle.pro @st_aes @cellbooster.id #RightChoiceCellbooster #Cellbooster #drfarhaniaestheticclinic #CantikBerkelas",product-focused
Keren-keren part 2,no meaningful message
Jadi suka kan sama F1,no meaningful message
Keren-keren,no meaningful message
Kinda miss my long hair 🥲,no meaningful message
Lucu-lucu part 2,no meaningful message
Dark spots? Handled!!😎 @glad2glow #darkspotmoist #377moist #moisturizerviral,no meaningful message
🍂🤎,no meaningful message
when you mix comfort with confidence🤳,no meaningful message
👒✨,no meaningful message
❤️,no meaningful message
so beautyy,no meaningful message
its been a whileee,no meaningful message
<33,no meaningful message
☃️,no meaningful message
tak lupa absen manyun👌🏻,no meaningful message
from this tiny bean to 22✨,no meaningful message
"Kamu bisa dapet invitation ke ulang tahun Anak Owner kalau cek postingan ini! Bulan ini Anak Owner bakal ngadain pesta ulang tahunnya, nih detailnya di bawah ya! 📍EJ Peace Coffee 2.0 Jl.Mutumanikam No.69, Kota Bandung 🗓️ 28 Juni 2025 🕧 19.00 - Selesai 50 komen terunik bakal dapet undangan + free coffee dari Anak Owner. Yuk buruan komen di bawah?",engagement-inviting
“gaya gimana lg ya?” typa pose,no meaningful message
dim sum-body say yum?🧡🥟,no meaningful message
Ngerjain kak EJ 🤭,no meaningful message
Tampang mah nomer sekian yang penting punya VALUE !!! 🥰❤️,no meaningful message
INDAHKUS : CHINA UDAH JAUH LEBIH MAJU DARI INDO ⁉️ AKU KABUR AJA DULU KE NEGERI CHINA‼️,engagement-inviting
"KING IDRIS : LAHIR NORMAL, UMUR 10 BULAN INI YANG TERJADI‼️‼️ ADA YANG JANGGAL DENGAN AKU⁉️",engagement-inviting
CUSTOM skin HANZO @great.ej di antos project selanjutanya 🤭 #custommazda6 #mazdaspeed #mazda6 #jdm #custombodykitbandung #diybodykit,product-focused
ujung2nya burst fade lagi #ejpeace #mlbb,no meaningful message
miya atau layla? #ejpeace #mlbb,no meaningful message
singkatan AFK? #ejpeace #mlbb,no meaningful message
spill hero favorite😝 #ejpeace #mlbb,no meaningful message
gaya burung,no meaningful message
Clean. Modern. Satisfying. the @royalkludge_official RK L75 fits right into my setup 🖤 love the sleek design and smooth typing feel Simplicity done right. 👌,product-focused
Smartwatch lain: hitung langkah PEJE BAND 1 : hitung dzikir juga! 🤲 Fitur tasbih digital buat kamu yang pengen ibadah tetap on track.,product-focused
"Biar gaya makin keren, ibadah juga makin teratur 💯 PEJE ZW03 – smartwatch buat kamu yang pengen hidup lebih tertata & tetap on time sholat 🕌✨ Smartwatch dari @pejesmartwear_id yg se keren ini harganya cuma 500rb aja!",product-focused
"Ini sih gak cuma kerja, tapi ekspresif banget! LED Display nya tuh imut banget. Walaupun imut, tapi power nya gak main2 broook! @ugreenid Robot Uno by @unitag_store emg terbaik sih ini 🥹",product-focused
SUDAH SIAAP BELUUMM?? 🔥 Tonight 9 PM subathon ke empat bareng MAB18 dengan tema #temontapimenikah bakalan nemenin kalian selama ramadhan Thank you buat artwork nya bro bro LFG ⚡️ 30 hari pasti bisaaaaaa ~ harusssss 🤙🏽 Langsung gas YOUTUBE.COM/QORYGORE 🚨,engagement-inviting
"Selalu ada cerita di setiap kilometer nya, itulah fungsi intercom. Biar gak ngantuk. 🤙🏻 Bekasi - Jogja, 2025.",personal storytelling
THANK YOU 🤙🏽 #TemonTapiMenikah Subathon 4.0 (30/30),no meaningful message
MAB CHALLENGE MINGGU TERAKHIR DAYM 🦎 Ga kerasa 30/30 mau beresss subathon mab 18 🚨 Youtube.com/qorygore,engagement-inviting
MAB SHOW MINGGU KETIGA BBC SANLAT 🤙🏽🤙🏽🤙🏽 Berhasil sampai minggu ketiga (23/30) Live MAB18 akan mempersembahkan MAB SHOW MALAM INI Jam 9 PM WIB ⏰ BAR BAR CLASS SANLAT PESANTUY KILAT di Youtube.com/qorygore 🚨 Bareng @cokipardedebebas langsung merapaaaat skukukukukuy Ini Bar Bar Class Live Special Ramadhan Exclusive untuk subathon ke empat kita di tahun 2025 Thank you for yall support #brobrogore #lololo SPAM o7 o7 o7 LETSGOO 🔥🔥🔥,engagement-inviting
"Musuhnya jago, aim gue ngaco Ternyata.. mouse gue pake mouse kantoran. Nih gue saranin mouse yang bagus buat gamer 🔥 #WhyGamingMice #LogitechG #G305",product-focused
2 tahun++ foto terakhir buat rambut panjang.,no meaningful message
Selamat Hari Kemerdekaan Indonesia-ku tercinta yang ke 79 dari Cucurutut!,no meaningful message
Beneath the waves 🌊🌊🌊,no meaningful message
🌅🌅🌅,no meaningful message
"Lanjutan dari yang kemarin, main-main sama D5 Render yang sekarang viewport-nya bisa diakselerasi sama RTX 50-series MFG X4. Kesan : 1) Ini harus di-override mode MFG-nya lewat NVIDIA App, belum bisa langsung di aplikasi jalan X4. 2) Software pengukuran fps, macem presentmon dan RTSS masih belum bisa mulus capture 'FPS' dari viewport window, ini FPS-nya dibaca dari internal d5 render statistics 3) Karena ini base FPS-nya rendah sekali (<20) , ada visible motion 'ghosting' / 'smearing', dan input latency dari mouse terasa jelas. Tapi viewport preview 'experience'-nya jadi smooth sih. (Belum tahu sejauh mana smoothing ini membantu preview secara kualitatif ke Editor-nya)",engagement-inviting
"Baru sadar kalau Multi-Frame Gen akhirnya masuk ke aplikasi desain macam d5 render, lucu juga ini MFG buat akselerasi viewport. (Kayaknya di viewport, input latency nggak segitunya jadi masalah kali ya? yang bingung nyari skenario testingnya sih wkwkkwkw) *ini D5 Render versi 2.10, MFG 4X di @nvidiageforceid RTX 5060",personal storytelling
"Halo @asusrog.id ngabarin aja paket X870E APEX-nya sudah di meja testing yaaaa, maacihh ❤️",no meaningful message
"Took quite awhile to make, at least I learnt a lot of things and technique to improve further. Beberapa finishing touches aja yang harus diselesain. Untuk warna emang pilihannya @rivaldosantosa , karena ya emang ini gift buat dia, tadinya dia maunya oren nyala kaya sopi tapi ini gua pake candy tone + graphite juga. Pada inget kan selera dia pas di Warhammer kek gmana paduan warnanya.. So next I'll probably make the Amban Rifle for him next.",personal storytelling
"Random dump, challenge buat kalian, mana yang pake aipon mana yang pake custom soviet lens gua. No post processing ya di semua, pure from aipon and gh6.",engagement-inviting
"Review : Fallout (Amazon) Part 1/3 - Sisanya di Pinned Comment. Fallout adalah contoh STRONG FEMALE CHARACTER DONE RIGHT. Menurut gua yang bikin charming dan bagus banget adalah, Ella Purnell sempurna menjadi Lucy. Dari awal kita lihat Lucy bener-bener katak dalam tempurung karena dunia yang dia ketahui cuman yang ada di Vault, semua morale compassnya ya a perfect society, yang membuatnya jadi naive dan innocent banget. Contoh pertama: orang pertama yang dia temui adalah si bangsat yang ngajak have sex, dibalas dengan sangat sopan tanpa adanya judgement dan dengan kepolosan, interaksi dia dengan orang yang kasar pun masih sangat innocent. Kita bisa lihat perjuangannya dalam perlahan memahami ideologi dan moralitas yang dia pegang ternyata perlahan harus berubah dan beradaptasi saat ketemu dunia nyata diluar Vault 33. Seriesnya juga di shot pake 35mm Film, lensa anamorphic setiap rack focus kliatan breathing, sering kita gak inginkan tapi justru mengisi tekstur dunianya dan memang dibuatnya mendekati gamenya buat camera movementnya dan grainy di beberapa shotnya, mungkin beberapa dari kalian gak suka, tapi buat gua ini bener-bener cocok untuk dunianya, radioactive = grain so yeah another fun layer to it. Apa yang bikin Lucy bener-bener endearing karena Ella Purnell memiliki mata yang bisa dibilang dog eyes atau Golden Retriever eyes, kaya shot yang di dalam toko, lensnya langsung berubah jadi wide lens untuk close shotnya, saat di akhir Episode 2, atau saat close up dia komunikasi dua arah. Hasilnya? Matanya jadi keliatan lebih gede lagi, giving that sense of hope, innocence and looking for help. Optimisme dia yang dilihat aneh oleh orang-orang wasteland cocok banget untuk tekstur Vault dweller dibanding dunia nyata. Kita lihat Lucy gampang banget dilempar sana-sini sesuai kenyataan bahwa ya memang lemah secara fisik. Sama yang semua kita alami saat pertama kali main Fallout, awalnya kita mau berbuat baik, mau berusaha untuk solve issues melalui diplomasi seperti apa yang dilakukan oleh Lucy, tapi lama-lama kita eneg dan jalur yang diambil ya beda jauh dari awal main. Lucy is the perfect example how a character is well-written within a settled universe / IP.",personal storytelling
"When I said this is one of the best looking work of art ever, here's the proof of the adventures of my Valerie, or more known as V in Night City. After playing Starfield and moved on to Phantom Liberty, it just shows how damn good the writing and execution of the world for CP2077. Im a bit sadden with CD Projekt Red moving off from REDengine. I fully understand the why, and thats why I will be making the content, but damn if it isn't one of if not arguably the most beautiful worlds ever created. <All taken in 4K + Path Tracing>",personal storytelling
"We're giving away the PC. Was sad and disappointed I didn't get to meet anything, or anyone. But we found some amazing things out there.. Should we make this a series with the bois ?",engagement-inviting
It is an honor to be one of the people invited to this event. Happy wedding Mas kevin & Ci valen!,no meaningful message
"I will continue to walk forward, although slowly but I make sure I will not walk backwards💪🏻🤞🏻",no meaningful message
Happy sunday and selamat berlibur guys🙏🏻😄✌🏻Tetap stay safe ya guys🙏🏻🫶🏻,no meaningful message
"Task done ! , let's focus on the next tournament🤟🏻🤝🏻🫡",no meaningful message
Pelatnas PBSI Cipayung 🏸,no meaningful message
Rumu Private Room Grill Jakarta,no meaningful message
"always enjoy standing on podium two weeks in a row,🥇🥇alhamdullilah😇🙏🏼",personal storytelling
⛳️,no meaningful message
learn from mistakes and always try to be better 📷: @kurniawanbuntoro,no meaningful message
👌🏻,no meaningful message
tori kelly ily <3,no meaningful message
i love playing this!!!,no meaningful message
It's either hair up or hair down,no meaningful message
Baliy selfies >>>,no meaningful message
Pampering myself after a looong day at work at Jo Malone London store 💛 @jomalonelondon #JoMaloneLondonID,no meaningful message
🥥🐚 @cottonink 🦀💙 This Summer Collection by Cottonink is launching exclusively on TikTok ✨,no meaningful message
It's giving camouflage lol,no meaningful message
nothing but love for @blpbeauty,no meaningful message
Always loved my smile—just gave it a little extra glow at M White Clinic ✨🦷 Did scaling + whitening (only needed 2 sessions!) and the result? Instantly brighter & fresher! Ps: They're doing 50% off—whitening starts from 2.5 mil aja 🦷🪥🫦,engagement-inviting
BONDOL🤓,no meaningful message
"if you wanna give your skin a reset, Pico Laser is a solid option! this time i trust @dr.belle.clinic to do it👀",product-focused
"Step into the Sunsilk ""No Wash No Was Was"" Tunnel.. a dreamy floral world 🌸 Each zone smells like your fave hair perfume: Silky Gloss, Silky Volume, Silky Glow! Think cute photo spots, fun games, and mini activities that'll level up your hair & mood 💅 Free entry at Terowongan Kendal Sudirman💭 📅 Only until July 5th—don't miss it! #NowashNoWasWas #SunsilkID #Hair",personal storytelling
matcha run & metro rides through soho🍵🧸 top @shopatvelvet pants @dumaofficial bag @nunine.official shoes @cueren_official,product-focused
"quick boston trip, wish could spend more time here! love the city! <3",no meaningful message
"never thought drying my hair could be this easy?! no heat damage, no hassle-just smooth, shiny hair in minutes. the @sharkbeautyid FlexStyle has been such a game changer for my mornings u can buy it at Sogo, Seibu, Best, & Electronic City! #sharkflexstyle #hairinspo #sharkbeautyid",product-focused
"trying to beat the heat in the city, NYC heatwave is no joke🌞🔥",no meaningful message
"Bianca's Fit Diary — Episode 1🏋🏻‍♀️🥗 This is definitely not the finish line, this is just the beginning. Gue mau terus komitmen build habit biar diet ini gak cuma jadi diet musiman kayak yang sebelumnya. I'll have new goals and new commitments, especially to decrease more of my fat percentage. Lewat reels ini, gue mau ajak kalian buat sama-sama mulai hidup sehat bareng gue! Buat yang udah ada rencana tapi belum mulai, gaada kata telat kok buat mulai. Let's stay committed and motivate one another to eventually have a long and healthy life in the future. We're in this together, aren't we?🫶🏻 #BiancaFitDiary",personal storytelling
